art_style,emotion,painting,repetition,utterance,version,split,tokens_len,utterance_spelled,emotion_label,image_file,grounding_emotion
Rococo,sadness,william-hogarth_the-battle-of-the-pictures-1745,6,All these paintings seem to be just left to blow about and uncared for.,old,train,14,all these paintings seem to be just left to blow about and uncared for,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Rococo/william-hogarth_the-battle-of-the-pictures-1745.jpg,sadness
Ukiyo_e,something else,utagawa-kunisada_not_detected_240342,5,It looks to me like she just helped deliver a baby.,old,train,11,it looks to me like she just helped deliver a baby,8,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Ukiyo_e/utagawa-kunisada_not_detected_240342.jpg,something else
Naive_Art_Primitivism,excitement,david-burliuk_peasant-woman-with-red-and-green-cows,7,The brigbt red hues contrasted against the green creates excitement.,old,train,10,the bright red hues contrasted against the green creates excitement,3,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Naive_Art_Primitivism/david-burliuk_peasant-woman-with-red-and-green-cows.jpg,excitement
Minimalism,something else,robert-mangold_ring-a-yellow-2010,5,I am bored.  This is just a circle.  Why would anyone spend time looking at it.,old,train,16,i am bored this is just a circle why would anyone spend time looking at it,8,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Minimalism/robert-mangold_ring-a-yellow-2010.jpg,something else
Expressionism,something else,yiannis-tsaroychis_athlete-1967,5,The young man regrets eating of the fruit that his wife convinced him to eat.,old,train,15,the young man regrets eating of the fruit that his wife convinced him to eat,8,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Expressionism/yiannis-tsaroychis_athlete-1967.jpg,something else
Ukiyo_e,amusement,utagawa-kuniyoshi_the-actor-22,6,The person seems upset over the bird's dropping things.,old,train,10,the person seems upset over the bird 's dropping things,0,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Ukiyo_e/utagawa-kuniyoshi_the-actor-22.jpg,amusement
Art_Nouveau_Modern,excitement,michel-simonidy_the-ball-1899,6,"The people dancing give me hope, these ladies may get a dance.",old,train,12,the people dancing give me hope these ladies may get a dance,3,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Art_Nouveau_Modern/michel-simonidy_the-ball-1899.jpg,excitement
Early_Renaissance,contentment,piero-della-francesca_constantine-s-victory-over-maxentius-detail-1(1),5,The men on horses seem like they are on a religious journey and are making progress towards their goals.,old,train,19,the men on horses seem like they are on a religious journey and are making progress towards their goals,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Early_Renaissance/piero-della-francesca_constantine-s-victory-over-maxentius-detail-1(1).jpg,contentment
Pop_Art,excitement,walter-battiss_horse-and-butterfly,5,The image of them having sex makes me feel aroused.,old,train,10,the image of them having sex makes me feel aroused,3,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Pop_Art/walter-battiss_horse-and-butterfly.jpg,excitement
Early_Renaissance,amusement,piero-della-francesca_constantine-s-victory-over-maxentius-detail-1(1),5,The men riding the horses seem to be on a mission.,old,train,11,the men riding the horses seem to be on a mission,0,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Early_Renaissance/piero-della-francesca_constantine-s-victory-over-maxentius-detail-1(1).jpg,amusement
Post_Impressionism,amusement,gustave-loiseau_field-and-hills,5,That one curved tree amongst all the straight trees is also the thickest and strongest to overcome it's weakness.,old,train,20,that one curved tree amongst all the straight trees is also the thickest and strongest to overcome it is weakness,0,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Post_Impressionism/gustave-loiseau_field-and-hills.jpg,amusement
Mannerism_Late_Renaissance,excitement,tintoretto_the-origin-of-the-milky-way,5,Everyone seems to be in a free fall like the gravity just turned off.  Forced breastfeeding is an odd subject.,old,test,20,everyone seems to be in a free fall like the gravity just turned off forced breastfeeding is an odd subject,3,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Mannerism_Late_Renaissance/tintoretto_the-origin-of-the-milky-way.jpg,excitement
Color_Field_Painting,something else,sven-lukin_snug-2010,5,I feel confused because I'm not sure what is happening in the picture. I don't know what it is supposed to be.,old,train,24,i feel confused because i am not sure what is happening in the picture i do not know what it is supposed to be,8,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Color_Field_Painting/sven-lukin_snug-2010.jpg,something else
Abstract_Expressionism,fear,mark-tobey_fire-dancers-1957,6,"It looks like a battlefield, and blood is everywhere. The dark silhouettes look like they are fighting each other in a war.",old,train,22,it looks like a battlefield and blood is everywhere the dark silhouettes look like they are fighting each other in a war,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Abstract_Expressionism/mark-tobey_fire-dancers-1957.jpg,fear
Expressionism,contentment,max-pechstein_die-schwalben-sammeln-sich-ckeritz-i-pommern-1949,45,This colorful portrait reminds me of a villiage that cartoon Betty Boop (African American) may have lived in. Boop boop be doop!,old,rest,24,this colorful portrait reminds me of a village that cartoon betty boop ( african american ) may have lived in boop boop be doop,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Expressionism/max-pechstein_die-schwalben-sammeln-sich-ckeritz-i-pommern-1949.jpg,contentment
Impressionism,contentment,claude-monet_shadows-on-the-sea-at-pourville,5,The scene is lovely and relaxing with pretty blue water.,old,train,10,the scene is lovely and relaxing with pretty blue water,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Impressionism/claude-monet_shadows-on-the-sea-at-pourville.jpg,contentment
Early_Renaissance,contentment,paolo-uccello_the-adoration-of-the-magi,6,There is a lot of detail and the sky looks real.,old,train,11,there is a lot of detail and the sky looks real,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Early_Renaissance/paolo-uccello_the-adoration-of-the-magi.jpg,contentment
Romanticism,awe,albert-bierstadt_portrait-of-a-horse-1869,6,The background makes me wonder what life was like in the unspoiled wilderness,old,train,13,the background makes me wonder what life was like in the unspoiled wilderness,1,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Romanticism/albert-bierstadt_portrait-of-a-horse-1869.jpg,awe
Abstract_Expressionism,amusement,betty-parsons_untitled-abstraction(6),5,The content reminds me of a circus.,old,train,7,the content reminds me of a circus,0,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Abstract_Expressionism/betty-parsons_untitled-abstraction(6).jpg,amusement
Early_Renaissance,something else,domenico-ghirlandaio_decoration-of-the-sala-del-gigli,6,This gives me a great sense of history .quite epic as well.,old,train,12,this gives me a great sense of history quite epic as well,8,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Early_Renaissance/domenico-ghirlandaio_decoration-of-the-sala-del-gigli.jpg,something else
Early_Renaissance,sadness,sandro-botticelli_christ-carrying-the-cross(1),5,The suffering of the subject reminds me of how nasty people can be to each other.,old,train,16,the suffering of the subject reminds me of how nasty people can be to each other,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Early_Renaissance/sandro-botticelli_christ-carrying-the-cross(1).jpg,sadness
Color_Field_Painting,something else,sam-francis_light-in-itself-1979,11,the yellow colour in the image looks like a colour paper,old,train,11,the yellow color in the image looks like a color paper,8,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Color_Field_Painting/sam-francis_light-in-itself-1979.jpg,something else
Cubism,awe,fernand-leger_the-breakfast-1921,5,This is a very interesting piece.  I love the abstract concept.  It looks like the same person at various times on the couch.,old,test,23,this is a very interesting piece i love the abstract concept it looks like the same person at various times on the couch,1,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Cubism/fernand-leger_the-breakfast-1921.jpg,awe
Romanticism,contentment,konstantin-makovsky_girl-with-jug,5,"The bright background gives the painting a charming look, the little girls red necklace contrasts well against the background.",old,train,19,the bright background gives the painting a charming look the little girls red necklace contrasts well against the background,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Romanticism/konstantin-makovsky_girl-with-jug.jpg,contentment
Early_Renaissance,something else,sandro-botticelli_the-annunciation-predella-panel-from-the-altarpiece-of-st-mark-1490(1),5,I assume the angel is there to bless what ever the woman is holding or maybe the woman herself.,old,train,19,i assume the angel is there to bless what ever the woman is holding or maybe the woman herself,8,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Early_Renaissance/sandro-botticelli_the-annunciation-predella-panel-from-the-altarpiece-of-st-mark-1490(1).jpg,something else
Pointillism,sadness,edouard-vuillard_my-grandmother-1892,5,The colors are lovely in this painting but the woman looks broken down from years of standing to do her work.,old,train,21,the colors are lovely in this painting but the woman looks broken down from years of standing to do her work,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Pointillism/edouard-vuillard_my-grandmother-1892.jpg,sadness
Expressionism,sadness,konstantinos-parthenis_still-life-with-bottles,5,"I see desks and items around a room, but they are blurry and translucent. It is like this scene used to exist but it no longer does.",old,train,27,i see desks and items around a room but they are blurry and translucent it is like this scene used to exist but it no longer does,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Expressionism/konstantinos-parthenis_still-life-with-bottles.jpg,sadness
Cubism,fear,aristarkh-lentulov_self-portrait-1912,6,"A man in pieces staring ominiously from a chair with a serious face.....has never been a good start to a situation, reminds me of a boomer grandpa",old,train,28,a man in pieces staring ominously from a chair with a serious face has never been a good start to a situation reminds me of a boomer grandpa,6,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Cubism/aristarkh-lentulov_self-portrait-1912.jpg,fear
Pop_Art,something else,edward-ruscha_noose-around-your-neck-country-cityscapes-series-2001,5,it's confusion. is that velcro? Is it supposed to be on the front? Are we supposed to be looking at the back?,old,train,23,it is confusion is that velcro is it supposed to be on the front are we supposed to be looking at the back,8,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Pop_Art/edward-ruscha_noose-around-your-neck-country-cityscapes-series-2001.jpg,something else
Mannerism_Late_Renaissance,disgust,tintoretto_the-origin-of-the-milky-way,5,Cherubs and naked women are an odd combonation,old,test,8,cherubs and naked women are an odd combination,5,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Mannerism_Late_Renaissance/tintoretto_the-origin-of-the-milky-way.jpg,disgust
Romanticism,excitement,albert-bierstadt_portrait-of-a-horse-1869,6,Has this horse shed its saddle? What became of the paleface that was riding it?,old,train,15,has this horse shed its saddle what became of the paleface that was riding it,3,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Romanticism/albert-bierstadt_portrait-of-a-horse-1869.jpg,excitement
Rococo,amusement,benjamin-west_princes-william-and-edward-1778,5,I find the painting amusing because it looks like a couple of kids dressed up for Halloween and posing in a funny way.,old,train,23,i find the painting amusing because it looks like a couple of kids dressed up for halloween and posing in a funny way,0,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Rococo/benjamin-west_princes-william-and-edward-1778.jpg,amusement
Baroque,contentment,rembrandt_jacob-blessing-the-children-of-joseph-1656,5,It looks like a happy family. Kids always make feel happy.,old,train,11,it looks like a happy family kids always make feel happy,2,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Baroque/rembrandt_jacob-blessing-the-children-of-joseph-1656.jpg,contentment
Baroque,amusement,cornelis-de-vos_portrait-of-an-eleven-year-old-girl-with-a-dog-dressed-in-spanish-fashion,5,The young lady and the puppy are cute and they actually look a little like one another,old,train,17,the young lady and the puppy are cute and they actually look a little like one another,0,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Baroque/cornelis-de-vos_portrait-of-an-eleven-year-old-girl-with-a-dog-dressed-in-spanish-fashion.jpg,amusement
Mannerism_Late_Renaissance,sadness,jacopo-pontormo_portrait-of-a-young-woman,5,"She looks sad, like she needs a hug. She is searching for a reason to leave her bad situation",old,train,19,she looks sad like she needs a hug she is searching for a reason to leave her bad situation,7,/ibex/scratch/mohameys/wiki_art_paintings/rescaled_600px_max_side/Mannerism_Late_Renaissance/jacopo-pontormo_portrait-of-a-young-woman.jpg,sadness
